Transaction,Item,date_time,period_day,weekday_weekend,Date,Month,Hour,Day_Name
2580,Bread,2016-12-04 10:14:00,morning,weekend,2016-12-04,12,10,Sunday
2580,Toast,2016-12-04 10:14:00,morning,weekend,2016-12-04,12,10,Sunday
2581,Bread,2016-12-04 10:33:00,morning,weekend,2016-12-04,12,10,Sunday
2581,Medialuna,2016-12-04 10:33:00,morning,weekend,2016-12-04,12,10,Sunday
2581,Toast,2016-12-04 10:33:00,morning,weekend,2016-12-04,12,10,Sunday
2582,Coffee,2016-12-04 10:48:00,morning,weekend,2016-12-04,12,10,Sunday
2582,Scone,2016-12-04 10:48:00,morning,weekend,2016-12-04,12,10,Sunday
2582,Pastry,2016-12-04 10:48:00,morning,weekend,2016-12-04,12,10,Sunday
2583,Coffee,2016-12-04 10:51:00,morning,weekend,2016-12-04,12,10,Sunday
2583,Tea,2016-12-04 10:51:00,morning,weekend,2016-12-04,12,10,Sunday
2583,Muffin,2016-12-04 10:51:00,morning,weekend,2016-12-04,12,10,Sunday
2584,Coffee,2016-12-04 10:52:00,morning,weekend,2016-12-04,12,10,Sunday
2584,Toast,2016-12-04 10:52:00,morning,weekend,2016-12-04,12,10,Sunday
2585,Coffee,2016-12-04 10:54:00,morning,weekend,2016-12-04,12,10,Sunday
2585,Medialuna,2016-12-04 10:54:00,morning,weekend,2016-12-04,12,10,Sunday
2585,Pastry,2016-12-04 10:54:00,morning,weekend,2016-12-04,12,10,Sunday
2586,Bread,2016-12-04 11:07:00,morning,weekend,2016-12-04,12,11,Sunday
2586,Ella'S Kitchen Pouches,2016-12-04 11:07:00,morning,weekend,2016-12-04,12,11,Sunday
2587,Coffee,2016-12-04 11:24:00,morning,weekend,2016-12-04,12,11,Sunday
2587,Toast,2016-12-04 11:24:00,morning,weekend,2016-12-04,12,11,Sunday
2588,Bread,2016-12-04 11:35:00,morning,weekend,2016-12-04,12,11,Sunday
2588,Medialuna,2016-12-04 11:35:00,morning,weekend,2016-12-04,12,11,Sunday
2589,Hot Chocolate,2016-12-04 11:47:00,morning,weekend,2016-12-04,12,11,Sunday
2589,Tea,2016-12-04 11:47:00,morning,weekend,2016-12-04,12,11,Sunday
2590,Bread,2016-12-04 11:49:00,morning,weekend,2016-12-04,12,11,Sunday
2590,Muffin,2016-12-04 11:49:00,morning,weekend,2016-12-04,12,11,Sunday
2591,Coffee,2016-12-04 11:53:00,morning,weekend,2016-12-04,12,11,Sunday
2591,Bread,2016-12-04 11:53:00,morning,weekend,2016-12-04,12,11,Sunday
2592,Farm House,2016-12-04 11:56:00,morning,weekend,2016-12-04,12,11,Sunday
2593,Coffee,2016-12-04 11:57:00,morning,weekend,2016-12-04,12,11,Sunday
2594,Bread,2016-12-04 12:04:00,afternoon,weekend,2016-12-04,12,12,Sunday
2594,Alfajores,2016-12-04 12:04:00,afternoon,weekend,2016-12-04,12,12,Sunday
2594,Cookies,2016-12-04 12:04:00,afternoon,weekend,2016-12-04,12,12,Sunday
2595,Coffee,2016-12-04 12:06:00,afternoon,weekend,2016-12-04,12,12,Sunday
2595,Medialuna,2016-12-04 12:06:00,afternoon,weekend,2016-12-04,12,12,Sunday
2595,Pastry,2016-12-04 12:06:00,afternoon,weekend,2016-12-04,12,12,Sunday
2595,Alfajores,2016-12-04 12:06:00,afternoon,weekend,2016-12-04,12,12,Sunday
2596,Bread,2016-12-04 12:13:00,afternoon,weekend,2016-12-04,12,12,Sunday
2596,Coffee,2016-12-04 12:13:00,afternoon,weekend,2016-12-04,12,12,Sunday
2597,Bread,2016-12-04 12:31:00,afternoon,weekend,2016-12-04,12,12,Sunday
2598,Coffee,2016-12-04 12:33:00,afternoon,weekend,2016-12-04,12,12,Sunday
2598,Truffles,2016-12-04 12:33:00,afternoon,weekend,2016-12-04,12,12,Sunday
2599,Coffee,2016-12-04 12:35:00,afternoon,weekend,2016-12-04,12,12,Sunday
2599,Fudge,2016-12-04 12:35:00,afternoon,weekend,2016-12-04,12,12,Sunday
2599,Bread,2016-12-04 12:35:00,afternoon,weekend,2016-12-04,12,12,Sunday
2600,Bread,2016-12-04 12:40:00,afternoon,weekend,2016-12-04,12,12,Sunday
2601,Coffee,2016-12-04 12:46:00,afternoon,weekend,2016-12-04,12,12,Sunday
2601,Bread,2016-12-04 12:46:00,afternoon,weekend,2016-12-04,12,12,Sunday
2602,Bread,2016-12-04 12:47:00,afternoon,weekend,2016-12-04,12,12,Sunday
2603,Coffee,2016-12-04 13:11:00,afternoon,weekend,2016-12-04,12,13,Sunday
2603,Medialuna,2016-12-04 13:11:00,afternoon,weekend,2016-12-04,12,13,Sunday
2603,Crepes,2016-12-04 13:11:00,afternoon,weekend,2016-12-04,12,13,Sunday
2603,Alfajores,2016-12-04 13:11:00,afternoon,weekend,2016-12-04,12,13,Sunday
2604,Coffee,2016-12-04 13:14:00,afternoon,weekend,2016-12-04,12,13,Sunday
2604,Cake,2016-12-04 13:14:00,afternoon,weekend,2016-12-04,12,13,Sunday
2605,Bread,2016-12-04 13:15:00,afternoon,weekend,2016-12-04,12,13,Sunday
2605,Coffee,2016-12-04 13:15:00,afternoon,weekend,2016-12-04,12,13,Sunday
2605,Cake,2016-12-04 13:15:00,afternoon,weekend,2016-12-04,12,13,Sunday
2605,Cookies,2016-12-04 13:15:00,afternoon,weekend,2016-12-04,12,13,Sunday
2606,Coffee,2016-12-04 13:18:00,afternoon,weekend,2016-12-04,12,13,Sunday
2607,Bread,2016-12-04 13:21:00,afternoon,weekend,2016-12-04,12,13,Sunday
2608,Farm House,2016-12-04 13:50:00,afternoon,weekend,2016-12-04,12,13,Sunday
2609,Bread,2016-12-04 13:58:00,afternoon,weekend,2016-12-04,12,13,Sunday
2610,Coffee,2016-12-04 14:03:00,afternoon,weekend,2016-12-04,12,14,Sunday
2610,Medialuna,2016-12-04 14:03:00,afternoon,weekend,2016-12-04,12,14,Sunday
2611,Hot Chocolate,2016-12-04 14:07:00,afternoon,weekend,2016-12-04,12,14,Sunday
2611,Tea,2016-12-04 14:07:00,afternoon,weekend,2016-12-04,12,14,Sunday
2611,Coffee,2016-12-04 14:07:00,afternoon,weekend,2016-12-04,12,14,Sunday
2611,Cake,2016-12-04 14:07:00,afternoon,weekend,2016-12-04,12,14,Sunday
2612,Tea,2016-12-04 14:12:00,afternoon,weekend,2016-12-04,12,14,Sunday
2612,Hot Chocolate,2016-12-04 14:12:00,afternoon,weekend,2016-12-04,12,14,Sunday
2612,Truffles,2016-12-04 14:12:00,afternoon,weekend,2016-12-04,12,14,Sunday
2613,Hot Chocolate,2016-12-04 14:16:00,afternoon,weekend,2016-12-04,12,14,Sunday
2614,Coffee,2016-12-04 14:27:00,afternoon,weekend,2016-12-04,12,14,Sunday
2614,Sandwich,2016-12-04 14:27:00,afternoon,weekend,2016-12-04,12,14,Sunday
2614,Crepes,2016-12-04 14:27:00,afternoon,weekend,2016-12-04,12,14,Sunday
2615,Bread,2016-12-04 14:32:00,afternoon,weekend,2016-12-04,12,14,Sunday
2615,Crepes,2016-12-04 14:32:00,afternoon,weekend,2016-12-04,12,14,Sunday
2616,Bread,2016-12-04 14:40:00,afternoon,weekend,2016-12-04,12,14,Sunday
2616,Muffin,2016-12-04 14:40:00,afternoon,weekend,2016-12-04,12,14,Sunday
2616,Cake,2016-12-04 14:40:00,afternoon,weekend,2016-12-04,12,14,Sunday
2616,Coffee,2016-12-04 14:40:00,afternoon,weekend,2016-12-04,12,14,Sunday
2616,Medialuna,2016-12-04 14:40:00,afternoon,weekend,2016-12-04,12,14,Sunday
2617,Coffee,2016-12-04 14:41:00,afternoon,weekend,2016-12-04,12,14,Sunday
2618,Bread,2016-12-04 14:46:00,afternoon,weekend,2016-12-04,12,14,Sunday
2618,Coffee,2016-12-04 14:46:00,afternoon,weekend,2016-12-04,12,14,Sunday
2618,Cookies,2016-12-04 14:46:00,afternoon,weekend,2016-12-04,12,14,Sunday
2619,Medialuna,2016-12-04 14:50:00,afternoon,weekend,2016-12-04,12,14,Sunday
2619,Crepes,2016-12-04 14:50:00,afternoon,weekend,2016-12-04,12,14,Sunday
2620,Muffin,2016-12-04 14:52:00,afternoon,weekend,2016-12-04,12,14,Sunday
2621,Medialuna,2016-12-04 14:54:00,afternoon,weekend,2016-12-04,12,14,Sunday
2621,Tea,2016-12-04 14:54:00,afternoon,weekend,2016-12-04,12,14,Sunday
2622,Pastry,2016-12-04 15:02:00,afternoon,weekend,2016-12-04,12,15,Sunday
2623,Tea,2016-12-04 15:41:00,afternoon,weekend,2016-12-04,12,15,Sunday
2624,Coffee,2016-12-04 15:46:00,afternoon,weekend,2016-12-04,12,15,Sunday
2624,Scone,2016-12-04 15:46:00,afternoon,weekend,2016-12-04,12,15,Sunday
2625,Bread,2016-12-04 16:12:00,afternoon,weekend,2016-12-04,12,16,Sunday
2625,Coffee,2016-12-04 16:12:00,afternoon,weekend,2016-12-04,12,16,Sunday
2626,Truffles,2016-12-04 16:15:00,afternoon,weekend,2016-12-04,12,16,Sunday
2626,Tea,2016-12-04 16:15:00,afternoon,weekend,2016-12-04,12,16,Sunday
2627,Cookies,2016-12-04 16:19:00,afternoon,weekend,2016-12-04,12,16,Sunday
2628,Coffee,2016-12-05 08:25:00,morning,weekday,2016-12-05,12,8,Monday
2629,Bread,2016-12-05 08:35:00,morning,weekday,2016-12-05,12,8,Monday
2630,Coffee,2016-12-05 08:36:00,morning,weekday,2016-12-05,12,8,Monday
2630,Bread,2016-12-05 08:36:00,morning,weekday,2016-12-05,12,8,Monday
2630,Toast,2016-12-05 08:36:00,morning,weekday,2016-12-05,12,8,Monday
2630,Pastry,2016-12-05 08:36:00,morning,weekday,2016-12-05,12,8,Monday
2631,Coffee,2016-12-05 09:04:00,morning,weekday,2016-12-05,12,9,Monday
2632,Muffin,2016-12-05 09:09:00,morning,weekday,2016-12-05,12,9,Monday
2633,Bread,2016-12-05 09:19:00,morning,weekday,2016-12-05,12,9,Monday
2634,Farm House,2016-12-05 09:20:00,morning,weekday,2016-12-05,12,9,Monday
2635,Coffee,2016-12-05 09:22:00,morning,weekday,2016-12-05,12,9,Monday
2636,Bread,2016-12-05 09:24:00,morning,weekday,2016-12-05,12,9,Monday
2637,Bread,2016-12-05 09:25:00,morning,weekday,2016-12-05,12,9,Monday
2638,Tea,2016-12-05 09:28:00,morning,weekday,2016-12-05,12,9,Monday
2638,Coffee,2016-12-05 09:28:00,morning,weekday,2016-12-05,12,9,Monday
2638,Pastry,2016-12-05 09:28:00,morning,weekday,2016-12-05,12,9,Monday
2638,Alfajores,2016-12-05 09:28:00,morning,weekday,2016-12-05,12,9,Monday
2639,Coffee,2016-12-05 09:33:00,morning,weekday,2016-12-05,12,9,Monday
2639,Toast,2016-12-05 09:33:00,morning,weekday,2016-12-05,12,9,Monday
2639,Medialuna,2016-12-05 09:33:00,morning,weekday,2016-12-05,12,9,Monday
2640,Coffee,2016-12-05 09:33:00,morning,weekday,2016-12-05,12,9,Monday
2641,Juice,2016-12-05 09:42:00,morning,weekday,2016-12-05,12,9,Monday
2641,Tea,2016-12-05 09:42:00,morning,weekday,2016-12-05,12,9,Monday
2641,Bread,2016-12-05 09:42:00,morning,weekday,2016-12-05,12,9,Monday
2641,Medialuna,2016-12-05 09:42:00,morning,weekday,2016-12-05,12,9,Monday
2642,Medialuna,2016-12-05 09:45:00,morning,weekday,2016-12-05,12,9,Monday
2642,Coffee,2016-12-05 09:45:00,morning,weekday,2016-12-05,12,9,Monday
2642,Toast,2016-12-05 09:45:00,morning,weekday,2016-12-05,12,9,Monday
2643,Pastry,2016-12-05 09:46:00,morning,weekday,2016-12-05,12,9,Monday
2643,Tea,2016-12-05 09:46:00,morning,weekday,2016-12-05,12,9,Monday
2644,Farm House,2016-12-05 09:51:00,morning,weekday,2016-12-05,12,9,Monday
2645,Coffee,2016-12-05 10:07:00,morning,weekday,2016-12-05,12,10,Monday
2646,Coffee,2016-12-05 10:14:00,morning,weekday,2016-12-05,12,10,Monday
2647,Coffee,2016-12-05 10:40:00,morning,weekday,2016-12-05,12,10,Monday
2647,Muffin,2016-12-05 10:40:00,morning,weekday,2016-12-05,12,10,Monday
2648,Coffee,2016-12-05 10:41:00,morning,weekday,2016-12-05,12,10,Monday
2649,Coffee,2016-12-05 10:42:00,morning,weekday,2016-12-05,12,10,Monday
2649,Muffin,2016-12-05 10:42:00,morning,weekday,2016-12-05,12,10,Monday
2650,Coffee,2016-12-05 10:52:00,morning,weekday,2016-12-05,12,10,Monday
2650,Sandwich,2016-12-05 10:52:00,morning,weekday,2016-12-05,12,10,Monday
2651,Dulce De Leche,2016-12-05 10:56:00,morning,weekday,2016-12-05,12,10,Monday
2651,Bread,2016-12-05 10:56:00,morning,weekday,2016-12-05,12,10,Monday
2651,Coffee,2016-12-05 10:56:00,morning,weekday,2016-12-05,12,10,Monday
2651,Pastry,2016-12-05 10:56:00,morning,weekday,2016-12-05,12,10,Monday
2652,Jam,2016-12-05 10:58:00,morning,weekday,2016-12-05,12,10,Monday
2653,Coffee,2016-12-05 11:04:00,morning,weekday,2016-12-05,12,11,Monday
2653,Medialuna,2016-12-05 11:04:00,morning,weekday,2016-12-05,12,11,Monday
2654,Cookies,2016-12-05 11:09:00,morning,weekday,2016-12-05,12,11,Monday
2654,Coffee,2016-12-05 11:09:00,morning,weekday,2016-12-05,12,11,Monday
2654,Pastry,2016-12-05 11:09:00,morning,weekday,2016-12-05,12,11,Monday
2655,Farm House,2016-12-05 12:14:00,afternoon,weekday,2016-12-05,12,12,Monday
2656,Coffee,2016-12-05 12:26:00,afternoon,weekday,2016-12-05,12,12,Monday
2657,Coffee,2016-12-05 12:33:00,afternoon,weekday,2016-12-05,12,12,Monday
2659,Bread,2016-12-05 12:51:00,afternoon,weekday,2016-12-05,12,12,Monday
2659,Pastry,2016-12-05 12:51:00,afternoon,weekday,2016-12-05,12,12,Monday
2660,Juice,2016-12-05 12:56:00,afternoon,weekday,2016-12-05,12,12,Monday
2660,Sandwich,2016-12-05 12:56:00,afternoon,weekday,2016-12-05,12,12,Monday
2661,Coffee,2016-12-05 12:58:00,afternoon,weekday,2016-12-05,12,12,Monday
2661,Alfajores,2016-12-05 12:58:00,afternoon,weekday,2016-12-05,12,12,Monday
2662,Coffee,2016-12-05 13:11:00,afternoon,weekday,2016-12-05,12,13,Monday
2662,Sandwich,2016-12-05 13:11:00,afternoon,weekday,2016-12-05,12,13,Monday
2663,Bread,2016-12-05 13:30:00,afternoon,weekday,2016-12-05,12,13,Monday
2664,Bread,2016-12-05 13:31:00,afternoon,weekday,2016-12-05,12,13,Monday
2665,Bread,2016-12-05 13:40:00,afternoon,weekday,2016-12-05,12,13,Monday
2665,Tea,2016-12-05 13:40:00,afternoon,weekday,2016-12-05,12,13,Monday
2665,Medialuna,2016-12-05 13:40:00,afternoon,weekday,2016-12-05,12,13,Monday
2666,Coffee,2016-12-05 13:46:00,afternoon,weekday,2016-12-05,12,13,Monday
2666,Muffin,2016-12-05 13:46:00,afternoon,weekday,2016-12-05,12,13,Monday
2667,Cake,2016-12-05 13:50:00,afternoon,weekday,2016-12-05,12,13,Monday
2667,Tea,2016-12-05 13:50:00,afternoon,weekday,2016-12-05,12,13,Monday
2668,Cookies,2016-12-05 13:52:00,afternoon,weekday,2016-12-05,12,13,Monday
2668,Coffee,2016-12-05 13:52:00,afternoon,weekday,2016-12-05,12,13,Monday
2669,Hearty & Seasonal,2016-12-05 14:04:00,afternoon,weekday,2016-12-05,12,14,Monday
2669,Coke,2016-12-05 14:04:00,afternoon,weekday,2016-12-05,12,14,Monday
2670,Coffee,2016-12-05 14:12:00,afternoon,weekday,2016-12-05,12,14,Monday
2670,Muffin,2016-12-05 14:12:00,afternoon,weekday,2016-12-05,12,14,Monday
2670,Sandwich,2016-12-05 14:12:00,afternoon,weekday,2016-12-05,12,14,Monday
2671,Alfajores,2016-12-05 14:15:00,afternoon,weekday,2016-12-05,12,14,Monday
2672,Alfajores,2016-12-05 14:30:00,afternoon,weekday,2016-12-05,12,14,Monday
2673,Sandwich,2016-12-05 14:39:00,afternoon,weekday,2016-12-05,12,14,Monday
2673,Coffee,2016-12-05 14:39:00,afternoon,weekday,2016-12-05,12,14,Monday
2674,Hot Chocolate,2016-12-05 14:43:00,afternoon,weekday,2016-12-05,12,14,Monday
2674,Coffee,2016-12-05 14:43:00,afternoon,weekday,2016-12-05,12,14,Monday
2674,Muffin,2016-12-05 14:43:00,afternoon,weekday,2016-12-05,12,14,Monday
2674,Sandwich,2016-12-05 14:43:00,afternoon,weekday,2016-12-05,12,14,Monday
2675,Muffin,2016-12-05 14:48:00,afternoon,weekday,2016-12-05,12,14,Monday
2676,Coffee,2016-12-05 15:00:00,afternoon,weekday,2016-12-05,12,15,Monday
2676,Tea,2016-12-05 15:00:00,afternoon,weekday,2016-12-05,12,15,Monday
2676,Bread,2016-12-05 15:00:00,afternoon,weekday,2016-12-05,12,15,Monday
2677,Coffee,2016-12-05 15:01:00,afternoon,weekday,2016-12-05,12,15,Monday
2678,Bread,2016-12-05 15:13:00,afternoon,weekday,2016-12-05,12,15,Monday
2678,Medialuna,2016-12-05 15:13:00,afternoon,weekday,2016-12-05,12,15,Monday
2678,Cookies,2016-12-05 15:13:00,afternoon,weekday,2016-12-05,12,15,Monday
2678,Tea,2016-12-05 15:13:00,afternoon,weekday,2016-12-05,12,15,Monday
2679,Coffee,2016-12-05 15:27:00,afternoon,weekday,2016-12-05,12,15,Monday
2680,Coffee,2016-12-05 15:45:00,afternoon,weekday,2016-12-05,12,15,Monday
2680,Bread,2016-12-05 15:45:00,afternoon,weekday,2016-12-05,12,15,Monday
2681,Alfajores,2016-12-05 16:23:00,afternoon,weekday,2016-12-05,12,16,Monday
2681,Coffee,2016-12-05 16:23:00,afternoon,weekday,2016-12-05,12,16,Monday
2681,Sandwich,2016-12-05 16:23:00,afternoon,weekday,2016-12-05,12,16,Monday
2681,Bread,2016-12-05 16:23:00,afternoon,weekday,2016-12-05,12,16,Monday
2682,Coffee,2016-12-05 16:53:00,afternoon,weekday,2016-12-05,12,16,Monday
2682,Bread,2016-12-05 16:53:00,afternoon,weekday,2016-12-05,12,16,Monday
2682,Cookies,2016-12-05 16:53:00,afternoon,weekday,2016-12-05,12,16,Monday
2682,Medialuna,2016-12-05 16:53:00,afternoon,weekday,2016-12-05,12,16,Monday
2683,Coffee,2016-12-06 08:11:00,morning,weekday,2016-12-06,12,8,Tuesday
2683,Cookies,2016-12-06 08:11:00,morning,weekday,2016-12-06,12,8,Tuesday
2684,Farm House,2016-12-06 08:26:00,morning,weekday,2016-12-06,12,8,Tuesday
2685,Coffee,2016-12-06 08:58:00,morning,weekday,2016-12-06,12,8,Tuesday
2686,Coke,2016-12-06 09:20:00,morning,weekday,2016-12-06,12,9,Tuesday
2687,Coffee,2016-12-06 09:26:00,morning,weekday,2016-12-06,12,9,Tuesday
2687,Bread,2016-12-06 09:26:00,morning,weekday,2016-12-06,12,9,Tuesday
2688,Pastry,2016-12-06 09:27:00,morning,weekday,2016-12-06,12,9,Tuesday
2688,Bread,2016-12-06 09:27:00,morning,weekday,2016-12-06,12,9,Tuesday
2689,Coffee,2016-12-06 09:48:00,morning,weekday,2016-12-06,12,9,Tuesday
2690,Hot Chocolate,2016-12-06 09:50:00,morning,weekday,2016-12-06,12,9,Tuesday
2690,Alfajores,2016-12-06 09:50:00,morning,weekday,2016-12-06,12,9,Tuesday
2690,Bread,2016-12-06 09:50:00,morning,weekday,2016-12-06,12,9,Tuesday
2690,Muffin,2016-12-06 09:50:00,morning,weekday,2016-12-06,12,9,Tuesday
2691,Coffee,2016-12-06 09:51:00,morning,weekday,2016-12-06,12,9,Tuesday
2692,Bread,2016-12-06 09:51:00,morning,weekday,2016-12-06,12,9,Tuesday
2693,Coffee,2016-12-06 09:52:00,morning,weekday,2016-12-06,12,9,Tuesday
2694,Coffee,2016-12-06 09:53:00,morning,weekday,2016-12-06,12,9,Tuesday
2694,Medialuna,2016-12-06 09:53:00,morning,weekday,2016-12-06,12,9,Tuesday
2695,Coffee,2016-12-06 09:54:00,morning,weekday,2016-12-06,12,9,Tuesday
2696,Pastry,2016-12-06 10:15:00,morning,weekday,2016-12-06,12,10,Tuesday
2696,Medialuna,2016-12-06 10:15:00,morning,weekday,2016-12-06,12,10,Tuesday
2696,Bread,2016-12-06 10:15:00,morning,weekday,2016-12-06,12,10,Tuesday
2697,Muffin,2016-12-06 10:18:00,morning,weekday,2016-12-06,12,10,Tuesday
2697,Coffee,2016-12-06 10:18:00,morning,weekday,2016-12-06,12,10,Tuesday
2698,Bread,2016-12-06 10:25:00,morning,weekday,2016-12-06,12,10,Tuesday
2699,Bread,2016-12-06 10:28:00,morning,weekday,2016-12-06,12,10,Tuesday
2700,Bread,2016-12-06 10:30:00,morning,weekday,2016-12-06,12,10,Tuesday
2700,Coffee,2016-12-06 10:30:00,morning,weekday,2016-12-06,12,10,Tuesday
2701,Bread,2016-12-06 10:45:00,morning,weekday,2016-12-06,12,10,Tuesday
2701,Tea,2016-12-06 10:45:00,morning,weekday,2016-12-06,12,10,Tuesday
2702,Bread,2016-12-06 10:49:00,morning,weekday,2016-12-06,12,10,Tuesday
2702,Cookies,2016-12-06 10:49:00,morning,weekday,2016-12-06,12,10,Tuesday
2702,Muffin,2016-12-06 10:49:00,morning,weekday,2016-12-06,12,10,Tuesday
2703,Tea,2016-12-06 10:52:00,morning,weekday,2016-12-06,12,10,Tuesday
2703,Coffee,2016-12-06 10:52:00,morning,weekday,2016-12-06,12,10,Tuesday
2704,Medialuna,2016-12-06 10:54:00,morning,weekday,2016-12-06,12,10,Tuesday
2704,Pastry,2016-12-06 10:54:00,morning,weekday,2016-12-06,12,10,Tuesday
2704,Bread,2016-12-06 10:54:00,morning,weekday,2016-12-06,12,10,Tuesday
2705,Coffee,2016-12-06 10:55:00,morning,weekday,2016-12-06,12,10,Tuesday
2705,Alfajores,2016-12-06 10:55:00,morning,weekday,2016-12-06,12,10,Tuesday
2706,Toast,2016-12-06 10:57:00,morning,weekday,2016-12-06,12,10,Tuesday
2707,Coffee,2016-12-06 10:59:00,morning,weekday,2016-12-06,12,10,Tuesday
2708,Tea,2016-12-06 11:03:00,morning,weekday,2016-12-06,12,11,Tuesday
2709,Hot Chocolate,2016-12-06 11:07:00,morning,weekday,2016-12-06,12,11,Tuesday
2709,Medialuna,2016-12-06 11:07:00,morning,weekday,2016-12-06,12,11,Tuesday
2710,Coffee,2016-12-06 11:07:00,morning,weekday,2016-12-06,12,11,Tuesday
2710,Pastry,2016-12-06 11:07:00,morning,weekday,2016-12-06,12,11,Tuesday
2711,Coffee,2016-12-06 11:08:00,morning,weekday,2016-12-06,12,11,Tuesday
2712,Cake,2016-12-06 11:21:00,morning,weekday,2016-12-06,12,11,Tuesday
2712,Bread,2016-12-06 11:21:00,morning,weekday,2016-12-06,12,11,Tuesday
2713,Cake,2016-12-06 11:23:00,morning,weekday,2016-12-06,12,11,Tuesday
2713,Coffee,2016-12-06 11:23:00,morning,weekday,2016-12-06,12,11,Tuesday
2714,Coffee,2016-12-06 11:45:00,morning,weekday,2016-12-06,12,11,Tuesday
2714,Hot Chocolate,2016-12-06 11:45:00,morning,weekday,2016-12-06,12,11,Tuesday
2714,Pastry,2016-12-06 11:45:00,morning,weekday,2016-12-06,12,11,Tuesday
2715,Tea,2016-12-06 12:02:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2716,Bread,2016-12-06 12:07:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2717,Tea,2016-12-06 12:11:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2718,Bread,2016-12-06 12:24:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2718,Farm House,2016-12-06 12:24:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2719,Coffee,2016-12-06 12:24:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2720,Bread,2016-12-06 12:35:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2721,Bread,2016-12-06 12:39:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2722,Bread,2016-12-06 12:44:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2722,Cookies,2016-12-06 12:44:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2723,Coffee,2016-12-06 12:47:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2723,Bread,2016-12-06 12:47:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2724,Cookies,2016-12-06 12:50:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2724,Coffee,2016-12-06 12:50:00,afternoon,weekday,2016-12-06,12,12,Tuesday
2725,Farm House,2016-12-06 13:02:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2726,Bread,2016-12-06 13:12:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2727,Coffee,2016-12-06 13:14:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2728,Coffee,2016-12-06 13:16:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2728,Tea,2016-12-06 13:16:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2728,Sandwich,2016-12-06 13:16:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2728,Muffin,2016-12-06 13:16:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2729,Coffee,2016-12-06 13:22:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2729,Bread,2016-12-06 13:22:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2729,Cake,2016-12-06 13:22:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2730,Bread,2016-12-06 13:36:00,afternoon,weekday,2016-12-06,12,13,Tuesday
2731,Tea,2016-12-06 14:01:00,afternoon,weekday,2016-12-06,12,14,Tuesday
2732,Tea,2016-12-06 14:02:00,afternoon,weekday,2016-12-06,12,14,Tuesday
2732,Coffee,2016-12-06 14:02:00,afternoon,weekday,2016-12-06,12,14,Tuesday
2733,Coffee,2016-12-06 14:10:00,afternoon,weekday,2016-12-06,12,14,Tuesday
2734,Sandwich,2016-12-06 14:29:00,afternoon,weekday,2016-12-06,12,14,Tuesday
2734,Tea,2016-12-06 14:29:00,afternoon,weekday,2016-12-06,12,14,Tuesday
2734,Alfajores,2016-12-06 14:29:00,afternoon,weekday,2016-12-06,12,14,Tuesday
2735,Coffee,2016-12-06 15:09:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2735,Mineral Water,2016-12-06 15:09:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2735,Alfajores,2016-12-06 15:09:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2735,Cake,2016-12-06 15:09:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2735,Sandwich,2016-12-06 15:09:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2736,Coffee,2016-12-06 15:29:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2736,Bread,2016-12-06 15:29:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2737,Coffee,2016-12-06 15:30:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2738,Tea,2016-12-06 15:44:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2738,Cake,2016-12-06 15:44:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2739,Bread,2016-12-06 15:49:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2740,Cookies,2016-12-06 15:53:00,afternoon,weekday,2016-12-06,12,15,Tuesday
2741,Coffee,2016-12-06 16:01:00,afternoon,weekday,2016-12-06,12,16,Tuesday
2741,Juice,2016-12-06 16:01:00,afternoon,weekday,2016-12-06,12,16,Tuesday
2742,Coffee,2016-12-06 16:22:00,afternoon,weekday,2016-12-06,12,16,Tuesday
